max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
-0.001,-0.004,-0.005,0.003,0.003,-0.002,0.001,0.005,0.566,-0.662,-0.096,1.228,0.588,-0.646,-0.058,1.234,0.606,-0.604,0.002,1.21,0.628,-0.717,-0.089,1.345
0.622,-0.652,-0.03,1.274,0.676,-0.64,0.036,1.316,0.734,-0.624,0.11,1.358,0.786,-0.691,0.095,1.477,-0.001,-0.004,-0.005,0.003,0.001,-0.004,-0.003,0.005
0.66,-0.64,0.02,1.3,0.724,-0.728,-0.004,1.452,0.706,-0.634,0.072,1.34,0.61,-0.625,-0.015,1.235,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005
0.001,-0.004,-0.003,0.005,0.001,-0.003,-0.002,0.004,0.501,-0.574,-0.073,1.075,0.474,-0.573,-0.099,1.047,0.58,-0.6,-0.02,1.18,0.631,-0.686,-0.055,1.317
0.598,-0.586,0.012,1.184,0.714,-0.621,0.093,1.335,0.801,-0.716,0.085,1.517,0.704,-0.682,0.022,1.386,-0.001,-0.004,-0.005,0.003,0.002,-0.004,-0.002,0.006
0.559,-0.512,0.047,1.071,0.596,-0.654,-0.058,1.25,0.69,-0.739,-0.049,1.429,0.736,-0.722,0.014,1.458,0.683,-0.764,-0.081,1.447,0.002,-0.004,-0.002,0.006
0.637,-0.617,0.02,1.254,0.678,-0.686,-0.008,1.364,0.765,-0.758,0.007,1.523,0.669,-0.76,-0.091,1.429,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005
0.596,-0.648,-0.052,1.244,0.633,-0.711,-0.078,1.344,0.682,-0.75,-0.068,1.432,0.708,-0.786,-0.078,1.494,0.002,-0.003,-0.001,0.005,0.001,-0.004,-0.003,0.005
0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006,0.545,-0.57,-0.025,1.115,0.464,-0.484,-0.02,0.948,0.602,-0.546,0.056,1.148,0.646,-0.638,0.008,1.284
0.624,-0.68,-0.056,1.304,0.622,-0.79,-0.168,1.412,0.74,-0.729,0.011,1.469,0.685,-0.747,-0.062,1.432,0.001,-0.005,-0.004,0.006,0.002,-0.004,-0.002,0.006
0.708,-0.772,-0.064,1.48,0.773,-0.727,0.046,1.5,-0.001,-0.004,-0.005,0.003,0.002,-0.003,-0.001,0.005,0.598,-0.602,-0.004,1.2,0.539,-0.58,-0.041,1.119
0.636,-0.556,0.08,1.192,0.728,-0.67,0.058,1.398,0.714,-0.706,0.008,1.42,0.738,-0.626,0.112,1.364,0.003,-0.002,0.001,0.005,0.002,-0.003,-0.001,0.005
0.516,-0.478,0.038,0.994,0.588,-0.53,0.058,1.118,0.742,-0.666,0.076,1.408,0.732,-0.745,-0.013,1.477,0.65,-0.672,-0.022,1.322,0.633,-0.642,-0.009,1.275
0.706,-0.749,-0.043,1.455,0.72,-0.676,0.044,1.396,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005,0.464,-0.55,-0.086,1.014,0.564,-0.568,-0.004,1.132
0.592,-0.701,-0.109,1.293,0.712,-0.652,0.06,1.364,0.797,-0.67,0.127,1.467,0.764,-0.732,0.032,1.496,0.001,-0.003,-0.002,0.004,0.003,-0.004,-0.001,0.007
0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006,0.542,-0.562,-0.02,1.104,0.568,-0.616,-0.048,1.184,0.624,-0.648,-0.024,1.272,0.662,-0.747,-0.085,1.409
0.714,-0.672,0.042,1.386,0.728,-0.698,0.03,1.426,0.722,-0.774,-0.052,1.496,0.726,-0.828,-0.102,1.554,0.001,-0.004,-0.003,0.005,0.002,-0.004,-0.002,0.006
0.868,-0.796,0.072,1.664,0.724,-0.692,0.032,1.416,0.001,-0.003,-0.002,0.004,0.001,-0.004,-0.003,0.005,0.63,-0.625,0.005,1.255,0.578,-0.626,-0.048,1.204
0.738,-0.745,-0.007,1.483,0.757,-0.724,0.033,1.481,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004,0.561,-0.586,-0.025,1.147,0.509,-0.658,-0.149,1.167
0.484,-0.572,-0.088,1.056,0.574,-0.628,-0.054,1.202,0.67,-0.652,0.018,1.322,0.698,-0.658,0.04,1.356,0.638,-0.682,-0.044,1.32,0.734,-0.79,-0.056,1.524
0.525,-0.582,-0.057,1.107,0.633,-0.686,-0.053,1.319,0.656,-0.734,-0.078,1.39,0.622,-0.697,-0.075,1.319,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005
0.71,-0.796,-0.086,1.506,0.674,-0.79,-0.116,1.464,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005,0.436,-0.6,-0.164,1.036,0.523,-0.566,-0.043,1.089
0.539,-0.577,-0.038,1.116,0.6,-0.614,-0.014,1.214,0.663,-0.603,0.06,1.266,0.7,-0.686,0.014,1.386,0.702,-0.796,-0.094,1.498,0.682,-0.766,-0.084,1.448
0.596,-0.668,-0.072,1.264,0.64,-0.762,-0.122,1.402,0.708,-0.728,-0.02,1.436,0.826,-0.711,0.115,1.537,0.002,-0.004,-0.002,0.006,0.001,-0.004,-0.003,0.005
0.466,-0.613,-0.147,1.079,0.474,-0.58,-0.106,1.054,0.668,-0.546,0.122,1.214,0.604,-0.636,-0.032,1.24,0.69,-0.776,-0.086,1.466,0.71,-0.802,-0.092,1.512
