max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
1.172,-1.262,-0.09,2.434,1.464,-1.591,-0.127,3.055,1.292,-1.333,-0.041,2.625,1.0,-0.991,0.009,1.991,0.005,-0.001,0.004,0.006,0.004,-0.001,0.003,0.005
0.696,-0.739,-0.043,1.435,0.773,-0.852,-0.079,1.625,1.159,-1.155,0.004,2.314,1.404,-1.492,-0.088,2.896,1.216,-1.331,-0.115,2.547,0.942,-0.981,-0.039,1.923
1.024,-1.127,-0.103,2.151,1.404,-1.423,-0.019,2.827,1.194,-1.175,0.019,2.369,0.936,-0.898,0.038,1.834,0.003,-0.002,0.001,0.005,0.004,-0.001,0.003,0.005
0.671,-0.77,-0.099,1.441,0.75,-0.798,-0.048,1.548,1.119,-1.07,0.049,2.189,1.494,-1.442,0.052,2.936,1.185,-1.312,-0.127,2.497,0.905,-0.956,-0.051,1.861
1.117,-1.208,-0.091,2.325,1.396,-1.43,-0.034,2.826,1.258,-1.268,-0.01,2.526,0.974,-0.947,0.027,1.921,0.002,-0.004,-0.002,0.006,0.003,-0.002,0.001,0.005
0.676,-0.676,0.0,1.352,0.74,-0.762,-0.022,1.502,1.102,-1.098,0.004,2.2,1.438,-1.396,0.042,2.834,1.26,-1.156,0.104,2.416,0.968,-0.894,0.074,1.862
1.173,-1.332,-0.159,2.505,0.921,-1.002,-0.081,1.923,0.003,-0.002,0.001,0.005,0.001,-0.004,-0.003,0.005,0.677,-0.782,-0.105,1.459,0.775,-0.827,-0.052,1.602
1.22,-1.206,0.014,2.426,0.903,-0.932,-0.029,1.835,0.001,-0.004,-0.003,0.005,0.001,-0.003,-0.002,0.004,0.718,-0.66,0.058,1.378,0.785,-0.764,0.021,1.549
0.653,-0.718,-0.065,1.371,0.751,-0.776,-0.025,1.527,1.072,-1.09,-0.018,2.162,1.426,-1.446,-0.02,2.872,1.218,-1.224,-0.006,2.442,0.911,-0.93,-0.019,1.841
1.07,-1.154,-0.084,2.224,1.427,-1.44,-0.013,2.867,1.224,-1.198,0.026,2.422,0.875,-0.951,-0.076,1.826,0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006
1.146,-1.119,0.027,2.265,1.556,-1.514,0.042,3.07,1.367,-1.33,0.037,2.697,0.952,-1.012,-0.06,1.964,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
1.094,-1.103,-0.009,2.197,1.438,-1.462,-0.024,2.9,1.175,-1.278,-0.103,2.453,0.918,-0.939,-0.021,1.857,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005
1.184,-1.105,0.079,2.289,1.494,-1.363,0.131,2.857,1.264,-1.218,0.046,2.482,0.958,-0.924,0.034,1.882,0.002,-0.004,-0.002,0.006,0.002,-0.004,-0.002,0.006
1.141,-1.177,-0.036,2.318,1.616,-1.484,0.132,3.1,1.248,-1.46,-0.212,2.708,0.938,-1.137,-0.199,2.075,0.001,-0.005,-0.004,0.006,0.002,-0.002,0.0,0.004
1.171,-1.151,0.02,2.322,1.49,-1.456,0.034,2.946,1.234,-1.276,-0.042,2.51,0.99,-0.902,0.088,1.892,0.002,-0.003,-0.001,0.005,0.004,-0.003,0.001,0.007
1.296,-1.196,0.1,2.492,0.982,-0.849,0.133,1.831,0.002,-0.004,-0.002,0.006,0.001,-0.003,-0.002,0.004,0.755,-0.575,0.18,1.33,0.838,-0.646,0.192,1.484
1.125,-1.143,-0.018,2.268,1.496,-1.47,0.026,2.966,1.298,-1.262,0.036,2.56,0.915,-0.926,-0.011,1.841,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005
1.079,-1.174,-0.095,2.253,1.399,-1.45,-0.051,2.849,1.146,-1.331,-0.185,2.477,0.891,-1.028,-0.137,1.919,0.001,-0.003,-0.002,0.004,0.001,-0.004,-0.003,0.005
0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006,0.764,-0.749,0.015,1.513,0.844,-0.837,0.007,1.681,1.21,-1.142,0.068,2.352,1.48,-1.494,-0.014,2.974
0.002,-0.004,-0.002,0.006,0.003,-0.003,0.0,0.006,0.824,-0.786,0.038,1.61,0.897,-0.869,0.028,1.766,1.21,-1.095,0.115,2.305,1.478,-1.387,0.091,2.865
0.765,-0.749,0.016,1.514,0.88,-0.819,0.061,1.699,1.208,-1.128,0.08,2.336,1.466,-1.423,0.043,2.889,1.308,-1.214,0.094,2.522,0.984,-0.94,0.044,1.924
0.712,-0.778,-0.066,1.49,0.76,-0.926,-0.166,1.686,1.192,-1.188,0.004,2.38,1.522,-1.516,0.006,3.038,1.262,-1.364,-0.102,2.626,0.978,-0.986,-0.008,1.964
1.254,-1.336,-0.082,2.59,0.98,-0.983,-0.003,1.963,0.002,-0.004,-0.002,0.006,0.002,-0.002,0.0,0.004,0.732,-0.847,-0.115,1.579,0.85,-0.93,-0.08,1.78
1.192,-1.144,0.048,2.336,1.484,-1.366,0.118,2.85,1.288,-1.15,0.138,2.438,0.966,-1.0,-0.034,1.966,0.0,-0.004,-0.004,0.004,0.004,-0.003,0.001,0.007
0.578,-0.728,-0.15,1.306,0.64,-0.798,-0.158,1.438,1.066,-1.129,-0.063,2.195,1.415,-1.456,-0.041,2.871,1.232,-1.242,-0.01,2.474,0.866,-0.926,-0.06,1.792
1.264,-1.154,0.11,2.418,1.526,-1.46,0.066,2.986,1.324,-1.246,0.078,2.57,0.984,-0.947,0.037,1.931,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005
1.27,-1.288,-0.018,2.558,0.968,-0.99,-0.022,1.958,0.001,-0.004,-0.003,0.005,0.003,-0.002,0.001,0.005,0.726,-0.754,-0.028,1.48,0.774,-0.888,-0.114,1.662
1.139,-1.214,-0.075,2.353,1.48,-1.598,-0.118,3.078,1.232,-1.343,-0.111,2.575,0.962,-1.034,-0.072,1.996,0.002,-0.003,-0.001,0.005,0.002,-0.004,-0.002,0.006
1.202,-1.232,-0.03,2.434,0.903,-1.026,-0.123,1.929,0.001,-0.004,-0.003,0.005,0.002,-0.003,-0.001,0.005,0.769,-0.768,0.001,1.537,0.822,-0.858,-0.036,1.68
1.074,-1.21,-0.136,2.284,1.382,-1.589,-0.207,2.971,1.135,-1.288,-0.153,2.423,0.904,-1.042,-0.138,1.946,0.002,-0.004,-0.002,0.006,0.003,-0.002,0.001,0.005
1.167,-1.16,0.007,2.327,1.44,-1.468,-0.028,2.908,1.286,-1.228,0.058,2.514,0.992,-0.99,0.002,1.982,0.003,-0.003,0.0,0.006,0.002,-0.004,-0.002,0.006
0.002,-0.003,-0.001,0.005,0.003,-0.002,0.001,0.005,0.688,-0.766,-0.078,1.454,0.794,-0.782,0.012,1.576,1.142,-1.06,0.082,2.202,1.402,-1.435,-0.033,2.837
1.15,-1.274,-0.124,2.424,1.444,-1.573,-0.129,3.017,1.266,-1.33,-0.064,2.596,1.004,-0.952,0.052,1.956,0.002,-0.004,-0.002,0.006,0.003,-0.004,-0.001,0.007
1.131,-1.079,0.052,2.21,1.506,-1.452,0.054,2.958,1.152,-1.27,-0.118,2.422,0.924,-0.943,-0.019,1.867,0.001,-0.004,-0.003,0.005,0.002,-0.004,-0.002,0.006
0.714,-0.678,0.036,1.392,0.726,-0.79,-0.064,1.516,1.147,-1.182,-0.035,2.329,1.408,-1.49,-0.082,2.898,1.2,-1.264,-0.064,2.464,0.898,-0.947,-0.049,1.845
1.156,-1.133,0.023,2.289,1.454,-1.435,0.019,2.889,1.29,-1.2,0.09,2.49,0.928,-0.996,-0.068,1.924,0.002,-0.003,-0.001,0.005,0.003,-0.003,0.0,0.006
