max1,min1,mid1,amp1,max2,min2,mid2,amp2,max3,min3,mid3,amp3,max4,min4,mid4,amp4,max5,min5,mid5,amp5,max6,min6,mid6,amp6
0.572,-0.75,-0.178,1.322,0.592,-0.7,-0.108,1.292,0.618,-0.792,-0.174,1.41,0.868,-0.818,0.05,1.686,0.824,-0.778,0.046,1.602,0.832,-0.802,0.03,1.634
0.596,-0.469,0.127,1.065,0.88,-0.762,0.118,1.642,0.954,-0.824,0.13,1.778,0.872,-0.93,-0.058,1.802,0.003,-0.002,0.001,0.005,0.003,-0.002,0.001,0.005
0.56,-0.79,-0.23,1.35,0.608,-0.79,-0.182,1.398,0.722,-0.774,-0.052,1.496,0.742,-0.754,-0.012,1.496,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
0.7,-0.808,-0.108,1.508,0.7,-0.626,0.074,1.326,0.774,-0.632,0.142,1.406,0.774,-0.754,0.02,1.528,0.744,-0.842,-0.098,1.586,-0.001,-0.004,-0.005,0.003
0.57,-1.038,-0.468,1.608,0.724,-0.898,-0.174,1.622,-0.001,-0.004,-0.005,0.003,0.004,-0.002,0.002,0.006,0.5,-0.666,-0.166,1.166,0.544,-0.602,-0.058,1.146
0.525,-0.725,-0.2,1.25,0.624,-0.945,-0.321,1.569,0.748,-1.07,-0.322,1.818,0.596,-1.058,-0.462,1.654,0.722,-0.882,-0.16,1.604,0.003,-0.003,0.0,0.006
0.86,-0.802,0.058,1.662,0.85,-0.715,0.135,1.565,0.928,-0.764,0.164,1.692,1.06,-0.684,0.376,1.744,0.974,-0.869,0.105,1.843,0.838,-1.129,-0.291,1.967
0.807,-0.625,0.182,1.432,0.698,-0.664,0.034,1.362,0.688,-0.628,0.06,1.316,0.698,-0.526,0.172,1.224,0.002,-0.003,-0.001,0.005,0.002,-0.004,-0.002,0.006
0.667,-0.5,0.167,1.167,0.746,-0.63,0.116,1.376,0.958,-0.654,0.304,1.612,0.866,-0.804,0.062,1.67,0.001,-0.004,-0.003,0.005,0.001,-0.004,-0.003,0.005
0.674,-0.694,-0.02,1.368,0.494,-0.593,-0.099,1.087,0.516,-0.616,-0.1,1.132,0.632,-0.861,-0.229,1.493,0.791,-0.914,-0.123,1.705,0.702,-0.934,-0.232,1.636
0.681,-0.682,-0.001,1.363,0.561,-0.64,-0.079,1.201,0.58,-0.64,-0.06,1.22,0.767,-0.77,-0.003,1.537,0.824,-0.743,0.081,1.567,0.956,-0.72,0.236,1.676
0.458,-0.544,-0.086,1.002,0.544,-0.613,-0.069,1.157,0.604,-0.815,-0.211,1.419,0.683,-0.794,-0.111,1.477,0.728,-0.697,0.031,1.425,0.002,-0.004,-0.002,0.006
0.574,-0.604,-0.03,1.178,0.578,-0.534,0.044,1.112,0.631,-0.59,0.041,1.221,0.698,-0.743,-0.045,1.441,0.757,-0.752,0.005,1.509,0.746,-0.758,-0.012,1.504
0.57,-0.656,-0.086,1.226,0.546,-0.615,-0.069,1.161,0.62,-0.65,-0.03,1.27,0.83,-0.713,0.117,1.543,0.748,-0.848,-0.1,1.596,0.832,-0.808,0.024,1.64
0.87,-1.206,-0.336,2.076,1.04,-1.36,-0.32,2.4,1.208,-1.151,0.057,2.359,1.248,-1.097,0.151,2.345,0.002,-0.003,-0.001,0.005,0.002,-0.002,0.0,0.004
0.667,-0.706,-0.039,1.373,0.675,-1.416,-0.741,2.091,0.864,-1.424,-0.56,2.288,1.136,-1.0,0.136,2.136,0.002,-0.003,-0.001,0.005,0.002,-0.004,-0.002,0.006
1.014,-1.376,-0.362,2.39,1.276,-1.56,-0.284,2.836,2.196,-1.954,0.242,4.15,2.519,-2.358,0.161,4.877,1.698,-2.188,-0.49,3.886,1.054,-1.91,-0.856,2.964
0.657,-0.89,-0.233,1.547,0.952,-0.896,0.056,1.848,0.962,-1.044,-0.082,2.006,0.868,-0.786,0.082,1.654,0.722,-0.571,0.151,1.293,0.58,-0.776,-0.196,1.356
0.9,-0.589,0.311,1.489,0.75,-0.878,-0.128,1.628,0.876,-1.21,-0.334,2.086,1.042,-1.083,-0.041,2.125,1.153,-0.622,0.531,1.775,0.958,-0.584,0.374,1.542
0.856,-0.736,0.12,1.592,0.834,-0.526,0.308,1.36,0.712,-0.713,-0.001,1.425,0.828,-0.666,0.162,1.494,0.828,-0.684,0.144,1.512,0.802,-0.736,0.066,1.538
0.862,-0.819,0.043,1.681,0.77,-1.076,-0.306,1.846,0.564,-0.819,-0.255,1.383,0.553,-0.762,-0.209,1.315,0.002,-0.003,-0.001,0.005,0.002,-0.003,-0.001,0.005
1.06,-0.598,0.462,1.658,1.028,-0.758,0.27,1.786,0.79,-0.924,-0.134,1.714,0.789,-0.958,-0.169,1.747,0.003,-0.002,0.001,0.005,0.002,-0.003,-0.001,0.005
0.61,-0.839,-0.229,1.449,0.669,-0.607,0.062,1.276,0.728,-0.8,-0.072,1.528,0.702,-0.858,-0.156,1.56,0.666,-0.995,-0.329,1.661,0.776,-0.932,-0.156,1.708
0.558,-0.9,-0.342,1.458,0.653,-0.953,-0.3,1.606,0.834,-1.062,-0.228,1.896,1.026,-1.355,-0.329,2.381,0.661,-1.288,-0.627,1.949,0.627,-1.083,-0.456,1.71
0.688,-0.792,-0.104,1.48,0.698,-0.728,-0.03,1.426,0.828,-0.742,0.086,1.57,0.996,-0.788,0.208,1.784,1.004,-0.836,0.168,1.84,0.988,-0.884,0.104,1.872
0.716,-0.65,0.066,1.366,0.915,-0.591,0.324,1.506,0.858,-0.698,0.16,1.556,0.774,-0.818,-0.044,1.592,0.002,-0.003,-0.001,0.005,0.002,-0.003,-0.001,0.005
0.488,-0.662,-0.174,1.15,0.68,-0.612,0.068,1.292,0.792,-0.704,0.088,1.496,0.788,-0.731,0.057,1.519,0.59,-0.802,-0.212,1.392,0.61,-0.853,-0.243,1.463
0.537,-0.656,-0.119,1.193,0.641,-0.722,-0.081,1.363,0.681,-0.744,-0.063,1.425,0.761,-0.668,0.093,1.429,0.003,-0.004,-0.001,0.007,0.002,-0.003,-0.001,0.005
0.564,-0.552,0.012,1.116,0.622,-0.542,0.08,1.164,0.704,-0.63,0.074,1.334,0.836,-0.682,0.154,1.518,0.905,-0.662,0.243,1.567,0.754,-0.67,0.084,1.424
0.679,-0.644,0.035,1.323,0.742,-0.739,0.003,1.481,0.718,-0.774,-0.056,1.492,0.742,-0.668,0.074,1.41,0.003,-0.002,0.001,0.005,0.002,-0.002,0.0,0.004
0.738,-0.634,0.104,1.372,0.527,-0.64,-0.113,1.167,0.538,-0.798,-0.26,1.336,0.681,-0.75,-0.069,1.431,0.788,-0.708,0.08,1.496,0.786,-0.721,0.065,1.507
0.636,-0.718,-0.082,1.354,0.768,-0.743,0.025,1.511,0.7,-0.84,-0.14,1.54,0.792,-0.798,-0.006,1.59,0.003,-0.002,0.001,0.005,0.002,-0.003,-0.001,0.005
0.616,-0.674,-0.058,1.29,0.698,-0.672,0.026,1.37,0.762,-0.708,0.054,1.47,0.696,-0.743,-0.047,1.439,0.002,-0.004,-0.002,0.006,0.002,-0.003,-0.001,0.005
0.63,-0.626,0.004,1.256,0.692,-0.714,-0.022,1.406,0.738,-0.662,0.076,1.4,0.726,-0.62,0.106,1.346,0.002,-0.003,-0.001,0.005,0.003,-0.002,0.001,0.005
0.606,-0.542,0.064,1.148,0.56,-0.567,-0.007,1.127,0.493,-0.612,-0.119,1.105,0.618,-0.723,-0.105,1.341,0.669,-0.724,-0.055,1.393,0.765,-0.711,0.054,1.476
0.582,-0.608,-0.026,1.19,0.744,-0.705,0.039,1.449,0.738,-0.729,0.009,1.467,0.736,-0.823,-0.087,1.559,0.001,-0.004,-0.003,0.005,0.003,-0.004,-0.001,0.007
